Date,Close
2022-04-04,307.0268859863281
2022-04-05,303.0400695800781
2022-04-06,291.9471130371094
2022-04-07,293.7698669433594
2022-04-08,289.48089599609375
2022-04-11,278.0661926269531
2022-04-12,274.94683837890625
2022-04-13,280.36663818359375
2022-04-14,272.7730712890625
2022-04-18,273.4456481933594
2022-04-19,278.1051330566406
2022-04-20,279.1383972167969
2022-04-21,273.7283935546875
2022-04-22,267.11932373046875
2022-04-25,273.640625
2022-04-26,263.40545654296875
2022-04-27,276.07763671875
2022-04-28,282.325927734375
2022-04-29,270.5213317871094
2022-05-02,277.29608154296875
2022-05-03,274.6739196777344
2022-05-04,282.6670837402344
2022-05-05,270.355712890625
2022-05-06,267.8017272949219
2022-05-09,257.90765380859375
2022-05-10,262.70361328125
2022-05-11,253.9792938232422
2022-05-12,248.9104461669922
2022-05-13,254.53489685058594
2022-05-16,254.90536499023438
2022-05-17,260.0911560058594
2022-05-18,248.24935913085938
2022-05-19,247.3308868408203
2022-05-20,246.7642059326172
2022-05-23,254.6685791015625
2022-05-24,253.6621856689453
2022-05-25,256.49560546875
2022-05-26,259.7980651855469
2022-05-27,266.9696044921875
2022-05-31,265.6310729980469
2022-06-01,266.1684875488281
2022-06-02,268.2788391113281
2022-06-03,263.82354736328125
2022-06-06,262.5826721191406
2022-06-07,266.2466735839844
2022-06-08,264.20465087890625
2022-06-09,258.7135009765625
2022-06-10,247.1843719482422
2022-06-13,236.70054626464844
2022-06-14,238.87940979003906
2022-06-15,245.98255920410156
2022-06-16,239.34840393066406
2022-06-17,241.9668731689453
2022-06-21,247.91712951660156
2022-06-22,247.32115173339844
2022-06-23,252.9196014404297
2022-06-24,261.5567321777344
2022-06-27,258.8112487792969
2022-06-28,250.59425354003906
2022-06-29,254.28750610351562
2022-06-30,250.93618774414062
2022-07-01,253.62313842773438
2022-07-05,256.81805419921875
2022-07-06,260.1009826660156
2022-07-07,262.24066162109375
2022-07-08,261.5177307128906
2022-07-11,258.4400329589844
2022-07-12,247.8487091064453
2022-07-13,246.92054748535156
2022-07-14,248.24935913085938
2022-07-15,250.82875061035156
2022-07-18,248.41546630859375
2022-07-19,253.57427978515625
2022-07-20,256.25140380859375
2022-07-21,258.76239013671875
2022-07-22,254.38519287109375
2022-07-25,252.89031982421875
2022-07-26,246.11936950683594
2022-07-27,262.5729064941406
2022-07-28,270.06689453125
2022-07-29,274.29754638671875
2022-08-01,271.6302490234375
2022-08-02,268.51336669921875
2022-08-03,275.9878234863281
2022-08-04,277.1407165527344
2022-08-05,276.417724609375
2022-08-08,273.8871765136719
2022-08-09,275.82177734375
2022-08-10,282.5242614746094
2022-08-11,280.4333801269531
2022-08-12,285.2112121582031
2022-08-15,286.7354736328125
2022-08-16,285.9928283691406
2022-08-17,285.2389831542969
2022-08-18,284.1129455566406
2022-08-19,280.17681884765625
2022-08-22,271.9521484375
2022-08-23,270.66949462890625
2022-08-24,270.0330810546875
2022-08-25,273.0292053222656
2022-08-26,262.49383544921875
2022-08-29,259.6935119628906
2022-08-30,257.4806823730469
2022-08-31,256.01202392578125
2022-09-01,254.96432495117188
2022-09-02,250.71493530273438
2022-09-06,247.96359252929688
2022-09-07,252.7025604248047
2022-09-08,253.12359619140625
2022-09-09,258.9396057128906
2022-09-12,261.0838928222656
2022-09-13,246.72988891601562
2022-09-14,246.95510864257812
2022-09-15,240.2578887939453
2022-09-16,239.63124084472656
2022-09-19,239.41583251953125
2022-09-20,237.3890380859375
2022-09-21,233.9620819091797
2022-09-22,235.94970703125
2022-09-23,232.95359802246094
2022-09-26,232.49342346191406
2022-09-27,231.47512817382812
2022-09-28,236.03785705566406
2022-09-29,232.54238891601562
2022-09-30,228.0383758544922
2022-10-03,235.71473693847656
2022-10-04,243.68479919433594
2022-10-05,243.9981231689453
2022-10-06,241.63845825195312
2022-10-07,229.35043334960938
2022-10-10,224.46456909179688
2022-10-11,220.70474243164062
2022-10-12,221.03762817382812
2022-10-13,229.35043334960938
2022-10-14,223.78900146484375
2022-10-17,232.5717315673828
2022-10-18,233.521484375
2022-10-19,231.54367065429688
2022-10-20,231.22055053710938
2022-10-21,237.06593322753906
2022-10-24,242.08885192871094
2022-10-25,245.42764282226562
2022-10-26,226.4913787841797
2022-10-27,222.01678466796875
2022-10-28,230.9463653564453
2022-10-31,227.28445434570312
2022-11-01,223.4071044921875
2022-11-02,215.5055694580078
2022-11-03,209.77767944335938
2022-11-04,216.76864624023438
2022-11-07,223.11338806152344
2022-11-08,224.09249877929688
2022-11-09,219.8235321044922
2022-11-10,237.90797424316406
2022-11-11,241.95176696777344
2022-11-14,236.50782775878906
2022-11-15,236.9190673828125
2022-11-16,237.35105895996094
2022-11-17,237.30197143554688
