Date,Close
2022-04-04,27.316713333129883
2022-04-05,25.889978408813477
2022-04-06,24.368385314941406
2022-04-07,24.169702529907227
2022-04-08,23.082422256469727
2022-04-11,21.882326126098633
2022-04-12,21.469982147216797
2022-04-13,22.167869567871094
2022-04-14,21.224365234375
2022-04-18,21.748538970947266
2022-04-19,22.16288185119629
2022-04-20,21.448015213012695
2022-04-21,20.15106964111328
2022-04-22,19.4841251373291
2022-04-25,19.870515823364258
2022-04-26,18.75827407836914
2022-04-27,18.385866165161133
2022-04-28,19.750701904296875
2022-04-29,18.517656326293945
2022-05-02,19.502098083496094
2022-05-03,19.570987701416016
2022-05-04,20.30182647705078
2022-05-05,18.814186096191406
2022-05-06,18.64545440673828
2022-05-09,16.92318344116211
2022-05-10,17.567163467407227
2022-05-11,16.603687286376953
2022-05-12,16.1494083404541
2022-05-13,17.677988052368164
2022-05-16,17.236684799194336
2022-05-17,18.14824104309082
2022-05-18,16.91119956970215
2022-05-19,17.096908569335938
2022-05-20,16.667587280273438
2022-05-23,16.87126350402832
2022-05-24,16.12843894958496
2022-05-25,16.94814682006836
2022-05-26,17.822757720947266
2022-05-27,18.781238555908203
2022-05-31,18.642459869384766
2022-06-01,18.291013717651367
2022-06-02,19.56100082397461
2022-06-03,18.690385818481445
2022-06-06,18.75628089904785
2022-06-07,18.89605712890625
2022-06-08,18.6224365234375
2022-06-09,18.023256301879883
2022-06-10,16.950733184814453
2022-06-13,15.625547409057617
2022-06-14,15.814288139343262
2022-06-15,16.50434684753418
2022-06-16,15.579610824584961
2022-06-17,15.858229637145996
2022-06-21,16.543285369873047
2022-06-22,16.33757209777832
2022-06-23,16.2027587890625
2022-06-24,17.102516174316406
2022-06-27,16.845869064331055
2022-06-28,15.960088729858398
2022-06-29,15.52069091796875
2022-06-30,15.138216972351074
2022-07-01,14.50308895111084
2022-07-05,14.94348430633545
2022-07-06,15.109256744384766
2022-07-07,15.836258888244629
2022-07-08,15.81628704071045
2022-07-11,15.131226539611816
2022-07-12,15.061321258544922
2022-07-13,15.143209457397461
2022-07-14,15.350924491882324
2022-07-15,15.74039077758789
2022-07-18,16.07892608642578
2022-07-19,16.96870231628418
2022-07-20,17.78258514404297
2022-07-21,18.025251388549805
2022-07-22,17.29525375366211
2022-07-25,17.000659942626953
2022-07-26,16.510332107543945
2022-07-27,17.765607833862305
2022-07-28,17.95934295654297
2022-07-29,18.13809585571289
2022-08-01,18.41571617126465
2022-08-02,18.500600814819336
2022-08-03,18.867094039916992
2022-08-04,19.18865394592285
2022-08-05,18.96296501159668
2022-08-08,17.768604278564453
2022-08-09,17.062578201293945
2022-08-10,18.072187423706055
2022-08-11,17.917400360107422
2022-08-12,18.683347702026367
2022-08-15,19.005905151367188
2022-08-16,18.853116989135742
2022-08-17,18.309860229492188
2022-08-18,18.74726104736328
2022-08-19,17.824527740478516
2022-08-22,17.01064682006836
2022-08-23,17.15744400024414
2022-08-24,17.198387145996094
2022-08-25,17.888437271118164
2022-08-26,16.237707138061523
2022-08-29,15.779336929321289
2022-08-30,15.446792602539062
2022-08-31,15.073305130004883
2022-09-01,13.917891502380371
2022-09-02,13.628291130065918
2022-09-06,13.446538925170898
2022-09-07,13.699265480041504
2022-09-08,13.974969863891602
2022-09-09,14.371542930603027
2022-09-12,14.489418983459473
2022-09-13,13.116893768310547
2022-09-14,13.113895416259766
2022-09-15,12.91511058807373
2022-09-16,13.183820724487305
2022-09-19,13.367623329162598
2022-09-20,13.161845207214355
2022-09-21,13.246753692626953
2022-09-22,12.547504425048828
2022-09-23,12.50255298614502
2022-09-26,12.214864730834961
2022-09-27,12.399663925170898
2022-09-28,12.722317695617676
2022-09-29,12.20687198638916
2022-09-30,12.125959396362305
2022-10-03,12.498559951782227
2022-10-04,13.15285587310791
2022-10-05,13.194808959960938
2022-10-06,13.115894317626953
2022-10-07,12.063027381896973
2022-10-10,11.657464027404785
2022-10-11,11.573554992675781
2022-10-12,11.487645149230957
2022-10-13,11.947153091430664
2022-10-14,11.214940071105957
2022-10-17,11.875228881835938
2022-10-18,11.954142570495605
2022-10-19,12.038053512573242
2022-10-20,12.180901527404785
2022-10-21,12.452607154846191
2022-10-24,12.585465431213379
2022-10-25,13.246753692626953
2022-10-26,12.882146835327148
2022-10-27,13.161845207214355
2022-10-28,13.819136619567871
2022-10-31,13.482499122619629
2022-11-01,13.528450012207031
2022-11-02,13.204797744750977
2022-11-03,13.406580924987793
2022-11-04,14.140791893005371
2022-11-07,14.285636901855469
2022-11-08,14.586313247680664
2022-11-09,13.761200904846191
2022-11-10,15.73307991027832
2022-11-11,16.30945587158203
2022-11-14,16.277494430541992
2022-11-15,16.648094177246094
2022-11-16,15.892908096313477
2022-11-17,15.66015911102295
